ERROR NR.:      1581; MESS:Field KBM_MAAR does not accept null values.; CODE:Append from dbf(lcCursor); PROC:dbreq; LINE:        78; ALIAS:V_ARVREAD recno: 1; VERSIA:; KPV:01.07.2019 11:25:26;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 45; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 48; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 47; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 46; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 73; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 295; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 284; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 88; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 2; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 323; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 390; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 395; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 92; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 385; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 69; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 36; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 354; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 196; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 361; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 263; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 184; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 104; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 131; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 264; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 351; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 279; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 329; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 53; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 54; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 293; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 304; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 316; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 208; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 218; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 232; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 125; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 134; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 15; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 33; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 89; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 139; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 161; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 78; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 363; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 399; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 85; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 340; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 81; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 366; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 402; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 370; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 378; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 381; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 242; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 245; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 374; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 379; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 380; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 249; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 382; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 387; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 341; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 65; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 140; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 79; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 350; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 364; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 400; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 392; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 397; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 325; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 123; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 124; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 122; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 133; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 239; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 383; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 384; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 238; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 235; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 236; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 240; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 405; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 84; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 91; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 178; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 189; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 17; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 337; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 75; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 16; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 35; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 101; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 103; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 13; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 8; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 14; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 243; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 287; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 298; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 309; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 203; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 213; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 227; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 257; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 100; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 136; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 102; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 135; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 347; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 335; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 336; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 360; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 318; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 153; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 158; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 259; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 40; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 71; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 113; VERSIA:; KPV:09.07.2019 21:52:05;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 132; VERSIA:; KPV:09.07.2019 21:52:05;
